# Shopify Product Taxonomy - Attributes: 2026-08-unstable
# Format: {GID} : {Attribute name}

gid://shopify/TaxonomyAttribute/5398  : 3D 眼镜佩戴方式设计
gid://shopify/TaxonomyAttribute/7930  : 海鲜来源
gid://shopify/TaxonomyAttribute/1497  : 海鲜类型
gid://shopify/TaxonomyAttribute/6135  : 包括海鲜餐具
gid://shopify/TaxonomyAttribute/10938 : 密封件材料
gid://shopify/TaxonomyAttribute/2384  : 印章设计
gid://shopify/TaxonomyAttribute/8681  : 密封类型
gid://shopify/TaxonomyAttribute/10939 : 密封剂配方
gid://shopify/TaxonomyAttribute/6136  : 密封模式
gid://shopify/TaxonomyAttribute/8682  : 密封泄漏类型
gid://shopify/TaxonomyAttribute/10940 : 接缝结构
gid://shopify/TaxonomyAttribute/6802  : 接缝设计
gid://shopify/TaxonomyAttribute/10221 : 缝距规刻度类型
gid://shopify/TaxonomyAttribute/10222 : 缝距规滑块材料
gid://shopify/TaxonomyAttribute/10223 : 拆线器尖端样式
gid://shopify/TaxonomyAttribute/6803  : 接缝密封类型
gid://shopify/TaxonomyAttribute/10941 : 接缝类型
gid://shopify/TaxonomyAttribute/1628  : 季节
gid://shopify/TaxonomyAttribute/10942 : 季节等级
gid://shopify/TaxonomyAttribute/8683  : 季节/条件防护
gid://shopify/TaxonomyAttribute/7931  : 调味料种类
gid://shopify/TaxonomyAttribute/8684  : 座椅调节动力类型
gid://shopify/TaxonomyAttribute/8685  : 安全带固定类型
gid://shopify/TaxonomyAttribute/8686  : 安全带锁扣电气连接器类型
gid://shopify/TaxonomyAttribute/8687  : 安全带锁扣安装类型
gid://shopify/TaxonomyAttribute/8688  : 安全带锁扣释放按钮颜色
gid://shopify/TaxonomyAttribute/8689  : 安全带盖板位置
gid://shopify/TaxonomyAttribute/8690  : 安全带配置
gid://shopify/TaxonomyAttribute/8691  : 安全带配置情况
gid://shopify/TaxonomyAttribute/8692  : 安全带织带安装位置
gid://shopify/TaxonomyAttribute/8693  : 座套摆放位置
gid://shopify/TaxonomyAttribute/8694  : 座套固定方式
gid://shopify/TaxonomyAttribute/8695  : 座套套装包含的产品
gid://shopify/TaxonomyAttribute/2405  : 座椅垫
gid://shopify/TaxonomyAttribute/6953  : 座椅面料
gid://shopify/TaxonomyAttribute/6954  : 座椅高度类别
gid://shopify/TaxonomyAttribute/6955  : 座椅材料
gid://shopify/TaxonomyAttribute/8696  : 座椅安装类型
gid://shopify/TaxonomyAttribute/5035  : 座位预订
gid://shopify/TaxonomyAttribute/5066  : 座椅旋转
gid://shopify/TaxonomyAttribute/2406  : 座椅形状
gid://shopify/TaxonomyAttribute/1537  : 座椅结构
gid://shopify/TaxonomyAttribute/5062  : 座椅旋转机制
gid://shopify/TaxonomyAttribute/1518  : 座椅类型
gid://shopify/TaxonomyAttribute/6956  : 座椅表面材质
gid://shopify/TaxonomyAttribute/10943 : 座管夹紧机构
gid://shopify/TaxonomyAttribute/6957  : 模块朝向适配性
gid://shopify/TaxonomyAttribute/6958  : 组合模块配置
gid://shopify/TaxonomyAttribute/6959  : 组合形状
gid://shopify/TaxonomyAttribute/10944 : 固定组件
gid://shopify/TaxonomyAttribute/1939  : 安全算法
gid://shopify/TaxonomyAttribute/2139  : 安全级别
gid://shopify/TaxonomyAttribute/6137  : 安全传感器子类型
gid://shopify/TaxonomyAttribute/7932  : 籽含量
gid://shopify/TaxonomyAttribute/7933  : 种子大小分类
gid://shopify/TaxonomyAttribute/6138  : 种子处理
gid://shopify/TaxonomyAttribute/10224 : 自粘背胶形式
gid://shopify/TaxonomyAttribute/10225 : 自粘勾毛搭扣背胶类型
gid://shopify/TaxonomyAttribute/10226 : 自粘钩扣形式
gid://shopify/TaxonomyAttribute/6139  : 自清洁方式
gid://shopify/TaxonomyAttribute/10227 : 自硬粘土成品表面效果
gid://shopify/TaxonomyAttribute/10228 : 自硬粘土固化后的耐水性
gid://shopify/TaxonomyAttribute/5024  : 自拍杆功能类型
gid://shopify/TaxonomyAttribute/5504  : 半导体材料
gid://shopify/TaxonomyAttribute/5195  : 感官效果
gid://shopify/TaxonomyAttribute/10945 : 传感器功能
gid://shopify/TaxonomyAttribute/10946 : 传感器测量模式
gid://shopify/TaxonomyAttribute/10947 : 传感器安装位置
gid://shopify/TaxonomyAttribute/8697  : 传感器安装类型
gid://shopify/TaxonomyAttribute/8698  : 传感器或仪表安装位置
gid://shopify/TaxonomyAttribute/1332  : 传感器类型
gid://shopify/TaxonomyAttribute/2988  : 传感器/测量工具特点
gid://shopify/TaxonomyAttribute/5168  : 感官效果
gid://shopify/TaxonomyAttribute/6549  : 感官模态
gid://shopify/TaxonomyAttribute/6550  : 感官玩具解压机制
gid://shopify/TaxonomyAttribute/6551  : 感官玩具灯光特性
gid://shopify/TaxonomyAttribute/6552  : 感官玩具纹理类型
gid://shopify/TaxonomyAttribute/10229 : 亮片应用方法
gid://shopify/TaxonomyAttribute/10230 : 亮片表面效果
gid://shopify/TaxonomyAttribute/2323  : 亮片/闪光片形状
gid://shopify/TaxonomyAttribute/10231 : 包缝机线迹功能
gid://shopify/TaxonomyAttribute/10232 : 包缝机穿线数量
gid://shopify/TaxonomyAttribute/6140  : 包括餐桌用具
gid://shopify/TaxonomyAttribute/8699  : 保养间隔
gid://shopify/TaxonomyAttribute/2645  : 服务类型
gid://shopify/TaxonomyAttribute/7934  : 食用温度
gid://shopify/TaxonomyAttribute/7935  : 芝麻去壳状态
gid://shopify/TaxonomyAttribute/7936  : 芝麻烘烤程度
gid://shopify/TaxonomyAttribute/7937  : 芝麻品种
gid://shopify/TaxonomyAttribute/10948 : 套装分类
gid://shopify/TaxonomyAttribute/10233 : 套装组成产品
gid://shopify/TaxonomyAttribute/6804  : 包括套装物品
gid://shopify/TaxonomyAttribute/10949 : 展开方式
gid://shopify/TaxonomyAttribute/6553  : 组装类型
gid://shopify/TaxonomyAttribute/10234 : 缝入式衬布弹性
gid://shopify/TaxonomyAttribute/10235 : 缝入式标签位置
gid://shopify/TaxonomyAttribute/10236 : 缝制边缘处理
gid://shopify/TaxonomyAttribute/10237 : 缝制水钻开孔方向
gid://shopify/TaxonomyAttribute/2339  : 缝纫压脚类型
gid://shopify/TaxonomyAttribute/10238 : 包括缝纫套件组件
gid://shopify/TaxonomyAttribute/10239 : 缝纫机梭芯类别
gid://shopify/TaxonomyAttribute/10240 : 缝纫机锁眼类型
gid://shopify/TaxonomyAttribute/10241 : 缝纫机显示屏类型
gid://shopify/TaxonomyAttribute/10242 : 缝纫机机针针尖类型
gid://shopify/TaxonomyAttribute/10243 : 缝纫机针系统
gid://shopify/TaxonomyAttribute/10244 : 缝纫机针类型
gid://shopify/TaxonomyAttribute/2340  : 缝纫机零件类别
gid://shopify/TaxonomyAttribute/10245 : 缝纫机机柄类型
gid://shopify/TaxonomyAttribute/10246 : 缝纫图纸配件类型
gid://shopify/TaxonomyAttribute/10247 : 缝纫图纸所需辅料
gid://shopify/TaxonomyAttribute/10248 : 缝纫图纸推荐面料
gid://shopify/TaxonomyAttribute/10249 : 缝纫图纸尺码范围
gid://shopify/TaxonomyAttribute/10250 : 缝纫线规格系统
gid://shopify/TaxonomyAttribute/10950 : 杆身弧度
gid://shopify/TaxonomyAttribute/1300  : 轴柔性
gid://shopify/TaxonomyAttribute/10951 : 杆身折点
gid://shopify/TaxonomyAttribute/10952 : 轴长度类型
gid://shopify/TaxonomyAttribute/2178  : 轴方向
gid://shopify/TaxonomyAttribute/10953 : 棍身形状
gid://shopify/TaxonomyAttribute/10251 : 沙锤填充材质
gid://shopify/TaxonomyAttribute/6141  : 包括调料瓶套装
gid://shopify/TaxonomyAttribute/10252 : 沙锤外壳材质
gid://shopify/TaxonomyAttribute/7938  : 红葱头品种
gid://shopify/TaxonomyAttribute/1653  : 洗发水类型
gid://shopify/TaxonomyAttribute/10954 : 衔铁柄款式
gid://shopify/TaxonomyAttribute/73    : 形状
gid://shopify/TaxonomyAttribute/6805  : 塑身衣功能强化特性
gid://shopify/TaxonomyAttribute/1197  : 塑身内衣支撑度
gid://shopify/TaxonomyAttribute/1684  : 剃须膏配方
gid://shopify/TaxonomyAttribute/1687  : 剃须套装组件
gid://shopify/TaxonomyAttribute/6142  : 护套材质
gid://shopify/TaxonomyAttribute/10253 : 刀鞘类型
gid://shopify/TaxonomyAttribute/2066  : 光亮度/光泽度
gid://shopify/TaxonomyAttribute/5285  : 面膜材料
gid://shopify/TaxonomyAttribute/10254 : 乐谱夹保护垫材质
gid://shopify/TaxonomyAttribute/10255 : 乐谱夹弹簧张力级别
gid://shopify/TaxonomyAttribute/10256 : 乐谱夹适用环境
gid://shopify/TaxonomyAttribute/6143  : 器具中的支架位置
gid://shopify/TaxonomyAttribute/2567  : 货架材质
gid://shopify/TaxonomyAttribute/10257 : 鼓腔结构
gid://shopify/TaxonomyAttribute/10258 : 鼓腔表面处理
gid://shopify/TaxonomyAttribute/2890  : 外壳/框架材质
gid://shopify/TaxonomyAttribute/7939  : 带壳/去壳状态
gid://shopify/TaxonomyAttribute/8700  : 换挡杆防尘罩安装方式
gid://shopify/TaxonomyAttribute/8701  : 随附换挡杆防尘罩安装硬件
gid://shopify/TaxonomyAttribute/8702  : 换挡旋钮照明
gid://shopify/TaxonomyAttribute/8703  : 换挡旋钮安装方式
gid://shopify/TaxonomyAttribute/8704  : 换挡旋钮形状
gid://shopify/TaxonomyAttribute/8705  : 挡位图样式
gid://shopify/TaxonomyAttribute/10955 : 变速器兼容性
gid://shopify/TaxonomyAttribute/10956 : 变速器安装接口
gid://shopify/TaxonomyAttribute/10957 : 换挡驱动类型
gid://shopify/TaxonomyAttribute/10958 : 换挡机构
gid://shopify/TaxonomyAttribute/10959 : 垫片用途
gid://shopify/TaxonomyAttribute/10960 : 护胫固定方式
gid://shopify/TaxonomyAttribute/2916  : 木瓦/瓦片材质
gid://shopify/TaxonomyAttribute/6806  : 衬衫袖口样式
gid://shopify/TaxonomyAttribute/7941  : 日本烧酒和韩国烧酒品种
gid://shopify/TaxonomyAttribute/7940  : 烧酒基料
gid://shopify/TaxonomyAttribute/8706  : 减震器衬套材质
gid://shopify/TaxonomyAttribute/8707  : 减震器冲压类型
gid://shopify/TaxonomyAttribute/8708  : 减震器下支座安装类型
gid://shopify/TaxonomyAttribute/8709  : 减震器安装类型（上部）
gid://shopify/TaxonomyAttribute/8710  : 减震器安装位置
gid://shopify/TaxonomyAttribute/10961 : 减震系统
gid://shopify/TaxonomyAttribute/1321  : 鞋固定类型
gid://shopify/TaxonomyAttribute/6144  : 鞋刷类型
gid://shopify/TaxonomyAttribute/10962 : 鞋帮高度
gid://shopify/TaxonomyAttribute/10963 : 鞋套高度
gid://shopify/TaxonomyAttribute/6145  : 鞋类烘干技术
gid://shopify/TaxonomyAttribute/3009  : 鞋子特点
gid://shopify/TaxonomyAttribute/846   : 鞋贴合度
gid://shopify/TaxonomyAttribute/6146  : 鞋子收纳架设计
gid://shopify/TaxonomyAttribute/6147  : 鞋油类型
gid://shopify/TaxonomyAttribute/87    : 鞋码
gid://shopify/TaxonomyAttribute/10964 : 鞋码系统
gid://shopify/TaxonomyAttribute/6148  : 鞋类护理目的
gid://shopify/TaxonomyAttribute/6149  : 鞋撑设计
gid://shopify/TaxonomyAttribute/6807  : 鞋带头材质
gid://shopify/TaxonomyAttribute/2025  : 拍摄模式
gid://shopify/TaxonomyAttribute/10965 : 射击支架设计
gid://shopify/TaxonomyAttribute/10966 : 射击支架托架设计
gid://shopify/TaxonomyAttribute/10967 : 射击靶类型
gid://shopify/TaxonomyAttribute/10968 : 射击靶类型
gid://shopify/TaxonomyAttribute/8711  : 短缸体组件平衡类型
gid://shopify/TaxonomyAttribute/8712  : 中缸总成预期用途
gid://shopify/TaxonomyAttribute/8713  : 短缸体包含的旋转组件
gid://shopify/TaxonomyAttribute/6312  : 烈酒杯样式
gid://shopify/TaxonomyAttribute/10969 : 弹丸规格
gid://shopify/TaxonomyAttribute/10259 : 霰弹枪动作类型
gid://shopify/TaxonomyAttribute/10260 : 霰弹枪喉缩类型
gid://shopify/TaxonomyAttribute/10261 : 霰弹枪口径
gid://shopify/TaxonomyAttribute/10262 : 霰弹枪枪托材质
gid://shopify/TaxonomyAttribute/6150  : 铲子手柄握把的类型
gid://shopify/TaxonomyAttribute/6151  : 铲子头部类型
gid://shopify/TaxonomyAttribute/2147  : 淋浴室地面设计
gid://shopify/TaxonomyAttribute/5237  : 浴帽内衬材料
gid://shopify/TaxonomyAttribute/2791  : 浴帘安装类型
gid://shopify/TaxonomyAttribute/6152  : 浴帘环类型
gid://shopify/TaxonomyAttribute/2152  : 淋浴室设计
gid://shopify/TaxonomyAttribute/3118  : 淋浴房特点
gid://shopify/TaxonomyAttribute/3327  : 淋浴房门类型
gid://shopify/TaxonomyAttribute/2167  : 收缩率
gid://shopify/TaxonomyAttribute/6153  : 人造灌木形态
gid://shopify/TaxonomyAttribute/10970 : 沙狐球滑行速度等级
gid://shopify/TaxonomyAttribute/10971 : 沙狐球桌长度兼容性
gid://shopify/TaxonomyAttribute/2099  : 百叶窗饰面
gid://shopify/TaxonomyAttribute/10972 : 羽毛球球托材质
gid://shopify/TaxonomyAttribute/10973 : 羽毛球羽毛材质
gid://shopify/TaxonomyAttribute/10974 : 羽毛球等级
gid://shopify/TaxonomyAttribute/10975 : 羽毛球速度等级
gid://shopify/TaxonomyAttribute/8714  : 侧面板安装状态
gid://shopify/TaxonomyAttribute/5671  : 侧板样式
gid://shopify/TaxonomyAttribute/6960  : 侧边护栏机制
gid://shopify/TaxonomyAttribute/2917  : 壁板材质
gid://shopify/TaxonomyAttribute/5445  : 信号路径技术
gid://shopify/TaxonomyAttribute/8715  : 信号来源
gid://shopify/TaxonomyAttribute/5585  : 信号技术
gid://shopify/TaxonomyAttribute/5563  : 屏蔽的信号类型
gid://shopify/TaxonomyAttribute/2363  : 签名位置
gid://shopify/TaxonomyAttribute/6154  : 签名的存在
gid://shopify/TaxonomyAttribute/2004  : 消音器/飞艇类型
gid://shopify/TaxonomyAttribute/10263 : 丝纤维类型
gid://shopify/TaxonomyAttribute/10976 : 模拟猎物种类
gid://shopify/TaxonomyAttribute/10977 : 连体摔跤服剪裁款式
gid://shopify/TaxonomyAttribute/6155  : 水槽置物架功能
gid://shopify/TaxonomyAttribute/6961  : 水槽材质
gid://shopify/TaxonomyAttribute/2154  : 水槽安装方式
gid://shopify/TaxonomyAttribute/2155  : 水槽类型
gid://shopify/TaxonomyAttribute/10978 : 沉子连接方式
gid://shopify/TaxonomyAttribute/10979 : 铅坠表面处理
gid://shopify/TaxonomyAttribute/2881  : 铅坠材质
gid://shopify/TaxonomyAttribute/10980 : 铅坠形状
gid://shopify/TaxonomyAttribute/8716  : 是否包含警报系统
gid://shopify/TaxonomyAttribute/8717  : 警笛系统类型
gid://shopify/TaxonomyAttribute/2778  : 尺寸
gid://shopify/TaxonomyAttribute/6156  : 尺寸可调性
gid://shopify/TaxonomyAttribute/10264 : 尺寸标识
gid://shopify/TaxonomyAttribute/10265 : 尺码系统
gid://shopify/TaxonomyAttribute/10266 : 镲片嘶音机制
gid://shopify/TaxonomyAttribute/10981 : 冰刀适用项目
gid://shopify/TaxonomyAttribute/10982 : 轮滑鞋刹车类型
gid://shopify/TaxonomyAttribute/5634  : 鼠标脚垫形状
gid://shopify/TaxonomyAttribute/10983 : 滑板螺母螺纹尺寸
gid://shopify/TaxonomyAttribute/1313  : 滑板样式
gid://shopify/TaxonomyAttribute/10267 : 绞纱绕线器轴承/衬套类型
gid://shopify/TaxonomyAttribute/10268 : 绞纱绕线器驱动类型
gid://shopify/TaxonomyAttribute/6157  : 串尖头类型
gid://shopify/TaxonomyAttribute/10984 : 滑雪固定器机制
gid://shopify/TaxonomyAttribute/10985 : 滑雪固定器部件类型
gid://shopify/TaxonomyAttribute/10986 : 滑雪靴鞋底标准
gid://shopify/TaxonomyAttribute/2868  : 滑雪板结构
gid://shopify/TaxonomyAttribute/1317  : 滑雪风格
gid://shopify/TaxonomyAttribute/10987 : 核心训练技能
gid://shopify/TaxonomyAttribute/2358  : 技能水平
gid://shopify/TaxonomyAttribute/10988 : 浅水冲浪板结构
gid://shopify/TaxonomyAttribute/1617  : 护肤效果
gid://shopify/TaxonomyAttribute/2991  : 护肤品特点
gid://shopify/TaxonomyAttribute/3343  : 护肤面膜类型
gid://shopify/TaxonomyAttribute/5256  : 护肤工具特点
gid://shopify/TaxonomyAttribute/7942  : 是否带皮
gid://shopify/TaxonomyAttribute/1615  : 皮肤色调
gid://shopify/TaxonomyAttribute/1616  : 皮肤底色
gid://shopify/TaxonomyAttribute/3253  : 半身裙款式
gid://shopify/TaxonomyAttribute/1190  : 裙子/连衣裙长度类型
gid://shopify/TaxonomyAttribute/10269 : 恶作剧道具把手类型
gid://shopify/TaxonomyAttribute/10270 : 击板发声面材质
gid://shopify/TaxonomyAttribute/1515  : 板条材质
gid://shopify/TaxonomyAttribute/10989 : 雪橇刹车类型
gid://shopify/TaxonomyAttribute/10990 : 雪橇牵引方式
gid://shopify/TaxonomyAttribute/6962  : 睡姿适宜度
gid://shopify/TaxonomyAttribute/10991 : 睡袋款式
gid://shopify/TaxonomyAttribute/10992 : 睡垫类型
gid://shopify/TaxonomyAttribute/6158  : 睡姿适宜度
gid://shopify/TaxonomyAttribute/6808  : 包括家居服套装单品
gid://shopify/TaxonomyAttribute/10993 : 套筒轴承类型
gid://shopify/TaxonomyAttribute/6159  : 杯套隔热
gid://shopify/TaxonomyAttribute/15    : 袖长类型
gid://shopify/TaxonomyAttribute/6809  : 袖型
gid://shopify/TaxonomyAttribute/5601  : 套管样式
gid://shopify/TaxonomyAttribute/6160  : 切片风格
gid://shopify/TaxonomyAttribute/10994 : 包含的滑行板配件
gid://shopify/TaxonomyAttribute/6554  : 滑梯安装类型
gid://shopify/TaxonomyAttribute/10271 : 滑棒适用手指
gid://shopify/TaxonomyAttribute/6555  : 滑梯安全特性
gid://shopify/TaxonomyAttribute/10272 : 滑管类型
gid://shopify/TaxonomyAttribute/6556  : 滑梯涉水功能
gid://shopify/TaxonomyAttribute/6557  : 史莱姆与橡皮泥套装所含组件
gid://shopify/TaxonomyAttribute/10995 : 扁带材质
gid://shopify/TaxonomyAttribute/6313  : 沙发套的弹力类型
gid://shopify/TaxonomyAttribute/3268  : 拖鞋款式
gid://shopify/TaxonomyAttribute/3393  : 老虎机类型
gid://shopify/TaxonomyAttribute/3241  : 小动物饲料形态
gid://shopify/TaxonomyAttribute/3242  : 小动物饲料原料
gid://shopify/TaxonomyAttribute/3243  : 小动物生态缸/生态盒/笼子类型
gid://shopify/TaxonomyAttribute/1960  : 智能电视平台
gid://shopify/TaxonomyAttribute/5556  : 智能眼镜功能
gid://shopify/TaxonomyAttribute/3007  : 智能手表功能
gid://shopify/TaxonomyAttribute/10996 : 史密斯机杠铃轨迹
gid://shopify/TaxonomyAttribute/8718  : 烟雾颜色
gid://shopify/TaxonomyAttribute/10273 : 烟熏麦芽熏制材料
gid://shopify/TaxonomyAttribute/6161  : 烟熏炉类型
gid://shopify/TaxonomyAttribute/6314  : 碎木块尺寸
gid://shopify/TaxonomyAttribute/7943  : 混合零食种类
gid://shopify/TaxonomyAttribute/7944  : 零食加工方法
gid://shopify/TaxonomyAttribute/7945  : 零食口感
gid://shopify/TaxonomyAttribute/10274 : 按扣安装方法
gid://shopify/TaxonomyAttribute/10275 : 军鼓鼓边承托轮廓
gid://shopify/TaxonomyAttribute/10276 : 响弦鼓表面处理类型
gid://shopify/TaxonomyAttribute/10277 : 响弦鼓鼓圈类型
gid://shopify/TaxonomyAttribute/10278 : 响弦鼓安装类型
gid://shopify/TaxonomyAttribute/10279 : 响弦鼓鼓腔材质
gid://shopify/TaxonomyAttribute/10280 : 军鼓响弦调节机构
gid://shopify/TaxonomyAttribute/10281 : 军鼓响弦调节类型
gid://shopify/TaxonomyAttribute/10282 : 军鼓鼓圈类型
gid://shopify/TaxonomyAttribute/10283 : 军鼓响弦开关类型
gid://shopify/TaxonomyAttribute/3269  : 运动鞋款式
gid://shopify/TaxonomyAttribute/10284 : 剪线器弹簧机构
gid://shopify/TaxonomyAttribute/10997 : 呼吸管安装位置
gid://shopify/TaxonomyAttribute/2867  : 换气装置形状
gid://shopify/TaxonomyAttribute/10998 : 呼吸管顶部类型
gid://shopify/TaxonomyAttribute/6162  : 除雪机的级别类型
gid://shopify/TaxonomyAttribute/10999 : 雪地条件适用性
gid://shopify/TaxonomyAttribute/11000 : 雪上运动头盔安全认证
gid://shopify/TaxonomyAttribute/11001 : 单板滑雪板板底材质
gid://shopify/TaxonomyAttribute/2894  : 滑雪板构造
gid://shopify/TaxonomyAttribute/1325  : 滑雪板设计
gid://shopify/TaxonomyAttribute/11002 : 单板滑雪板宽度等级
gid://shopify/TaxonomyAttribute/1323  : 滑雪板样式
gid://shopify/TaxonomyAttribute/2753  : 雪地机动车类型
gid://shopify/TaxonomyAttribute/6163  : 皂液器操作类型
gid://shopify/TaxonomyAttribute/5236  : 肥皂制作方法
gid://shopify/TaxonomyAttribute/11003 : 足球收纳仓类型
gid://shopify/TaxonomyAttribute/11004 : 足球类型
gid://shopify/TaxonomyAttribute/11005 : 足球训练假人底座类型
gid://shopify/TaxonomyAttribute/11006 : 足球训练假人设计
gid://shopify/TaxonomyAttribute/11007 : 足球球门训练目标样式
gid://shopify/TaxonomyAttribute/11008 : 足球球门类型
gid://shopify/TaxonomyAttribute/6810  : 袜子缓冲设计
gid://shopify/TaxonomyAttribute/6811  : 袜子缓冲等级
gid://shopify/TaxonomyAttribute/6812  : 袜子防滑类型
gid://shopify/TaxonomyAttribute/6813  : 袜头款式
gid://shopify/TaxonomyAttribute/2214  : 套筒扳手尖端
gid://shopify/TaxonomyAttribute/2170  : 插座类型
gid://shopify/TaxonomyAttribute/1406  : 包括汽水机配件
gid://shopify/TaxonomyAttribute/1480  : 苏打水品种
gid://shopify/TaxonomyAttribute/11009 : 软饵类型
gid://shopify/TaxonomyAttribute/8719  : 软顶固定类型
gid://shopify/TaxonomyAttribute/8720  : 软顶包含框架/五金件
gid://shopify/TaxonomyAttribute/8721  : 软顶安装类型
gid://shopify/TaxonomyAttribute/8722  : 软顶车窗配置
gid://shopify/TaxonomyAttribute/11010 : 垒球认证
gid://shopify/TaxonomyAttribute/3169  : 垒球纪律
gid://shopify/TaxonomyAttribute/2052  : 柔光箱安装方式
gid://shopify/TaxonomyAttribute/2053  : 柔光箱形状
gid://shopify/TaxonomyAttribute/10285 : 柔软度等级
gid://shopify/TaxonomyAttribute/3167  : 软件功能
gid://shopify/TaxonomyAttribute/2655  : 软件工具类型
gid://shopify/TaxonomyAttribute/2096  : 软木木材等级
gid://shopify/TaxonomyAttribute/6164  : 土壤质地
gid://shopify/TaxonomyAttribute/2172  : 太阳能电池类型
gid://shopify/TaxonomyAttribute/2173  : 太阳能电池板连接
gid://shopify/TaxonomyAttribute/2171  : 太阳能电池板设计
gid://shopify/TaxonomyAttribute/6558  : 太阳系模型包含天体
gid://shopify/TaxonomyAttribute/6559  : 太阳系模型比例缩放
gid://shopify/TaxonomyAttribute/11011 : Sold Secure 安全认证级别
gid://shopify/TaxonomyAttribute/11012 : Sold Secure 安全评级
gid://shopify/TaxonomyAttribute/2071  : 焊料/助焊剂应用
gid://shopify/TaxonomyAttribute/11013 : 鞋底结构
gid://shopify/TaxonomyAttribute/6814  : 鞋底类型
gid://shopify/TaxonomyAttribute/1376  : 底板类型
gid://shopify/TaxonomyAttribute/1599  : 溶解度
gid://shopify/TaxonomyAttribute/1690  : 溶液类型
gid://shopify/TaxonomyAttribute/2072  : 溶剂/稀释剂应用
gid://shopify/TaxonomyAttribute/5345  : 声纳成像模式
gid://shopify/TaxonomyAttribute/1741  : 舒缓的声音
gid://shopify/TaxonomyAttribute/10286 : 高音萨克斯管管体造型
gid://shopify/TaxonomyAttribute/10287 : 高音萨克斯笛头反射板类型
gid://shopify/TaxonomyAttribute/10288 : 高音萨克斯笛头腔体尺寸
gid://shopify/TaxonomyAttribute/10289 : 高音萨克斯笛头表面处理
gid://shopify/TaxonomyAttribute/10290 : 高音萨克斯风吹嘴及配件
gid://shopify/TaxonomyAttribute/10291 : 高音萨克斯风吹嘴的音色特点
gid://shopify/TaxonomyAttribute/10292 : 声音特征
gid://shopify/TaxonomyAttribute/2420  : 声控
gid://shopify/TaxonomyAttribute/2431  : 音响效果
gid://shopify/TaxonomyAttribute/10293 : 声膨胀法
gid://shopify/TaxonomyAttribute/3323  : 隔音
gid://shopify/TaxonomyAttribute/10294 : 声音模块音色库焦点
gid://shopify/TaxonomyAttribute/2402  : 声音选项
gid://shopify/TaxonomyAttribute/10295 : 音孔类型
gid://shopify/TaxonomyAttribute/10296 : 声音灵敏度控制
gid://shopify/TaxonomyAttribute/10297 : 声音合成器音色记忆
gid://shopify/TaxonomyAttribute/6560  : 声音类型
gid://shopify/TaxonomyAttribute/10298 : 音板材料
gid://shopify/TaxonomyAttribute/7946  : 汤或肉汤种类
gid://shopify/TaxonomyAttribute/7947  : 酸奶油品种
gid://shopify/TaxonomyAttribute/7948  : 酱油品种
gid://shopify/TaxonomyAttribute/6165  : 水疗设备安装类型
gid://shopify/TaxonomyAttribute/6166  : 室内取暖器安全功能的特点
gid://shopify/TaxonomyAttribute/8723  : 火花塞电极材料
gid://shopify/TaxonomyAttribute/8724  : 火花塞密封座类型
gid://shopify/TaxonomyAttribute/8725  : 火花塞端子类型
gid://shopify/TaxonomyAttribute/10299 : 火花器形状
gid://shopify/TaxonomyAttribute/8726  : 扬声器锥盆材料
gid://shopify/TaxonomyAttribute/2411  : 扬声器配置
gid://shopify/TaxonomyAttribute/1819  : 扬声器设计
gid://shopify/TaxonomyAttribute/5440  : 扬声器箱体类型
gid://shopify/TaxonomyAttribute/3065  : 扬声器功能
gid://shopify/TaxonomyAttribute/5651  : 笔记本电脑中的扬声器位置
gid://shopify/TaxonomyAttribute/8727  : 音箱尺寸
gid://shopify/TaxonomyAttribute/1820  : 扬声器技术
gid://shopify/TaxonomyAttribute/2693  : 扬声电话类型
gid://shopify/TaxonomyAttribute/10300 : 特效输出接口
gid://shopify/TaxonomyAttribute/10301 : 特效支架稳定性功能
gid://shopify/TaxonomyAttribute/10302 : 特种麦芽名称/类型
gid://shopify/TaxonomyAttribute/10303 : 标本展示
gid://shopify/TaxonomyAttribute/11014 : 包含速度球配件
gid://shopify/TaxonomyAttribute/11015 : 速度等级
gid://shopify/TaxonomyAttribute/1273  : 速度设置
gid://shopify/TaxonomyAttribute/8728  : 速度表背光类型
gid://shopify/TaxonomyAttribute/8729  : 速度表显示类型
gid://shopify/TaxonomyAttribute/8730  : 速度表测量单位
gid://shopify/TaxonomyAttribute/6167  : 调味瓶架的特点
gid://shopify/TaxonomyAttribute/2121  : 鞋钉设计
gid://shopify/TaxonomyAttribute/11016 : 钉刺可替换性
gid://shopify/TaxonomyAttribute/11017 : 尖刺形状
gid://shopify/TaxonomyAttribute/11018 : 鞋钉螺纹尺寸
gid://shopify/TaxonomyAttribute/11019 : 旋转分类
gid://shopify/TaxonomyAttribute/11020 : 旋转特性
gid://shopify/TaxonomyAttribute/11021 : 支持的自旋类型
gid://shopify/TaxonomyAttribute/7949  : 菠菜加工方式
gid://shopify/TaxonomyAttribute/7950  : 菠菜品种
gid://shopify/TaxonomyAttribute/10304 : 主轴轴承表面材料
gid://shopify/TaxonomyAttribute/10305 : 纺锤轴承类型
gid://shopify/TaxonomyAttribute/10306 : 主轴表面处理
gid://shopify/TaxonomyAttribute/10307 : 纺锤钩型
gid://shopify/TaxonomyAttribute/10308 : 主轴支撑方式
gid://shopify/TaxonomyAttribute/10309 : 主轴尖端样式
